Area,BHK,Bathroom,Furnishing,Locality,Parking,Price,Status,Transaction,Type,Per_Sqft
2000.0,3,3.0,Semi-Furnished,"Patel Nagar East, Patel Nagar",1.0,37500000,Ready_to_move,Resale,Apartment,23840.0
2000.0,4,4.0,Semi-Furnished,Patel Nagar West,3.0,15000000,Ready_to_move,Resale,Builder_Floor,7500.0
1900.0,3,3.0,Semi-Furnished,"The Leela Sky Villas, Patel Nagar",1.0,55300000,Almost_ready,New_Property,Apartment,7500.0
1530.0,3,3.0,Semi-Furnished,"Patel Nagar East, Patel Nagar",2.0,26500000,Ready_to_move,Resale,Builder_Floor,7500.0
100.0,3,2.0,Semi-Furnished,"Patel Nagar East, Patel Nagar",2.0,16000000,Ready_to_move,Resale,Apartment,160000.0
900.0,3,2.0,Furnished,Patel Nagar West,2.0,10400000,Ready_to_move,Resale,Builder_Floor,11556.0
270.0,1,1.0,Unfurnished,Patel Nagar West,2.0,1700000,Ready_to_move,Resale,Builder_Floor,11556.0
950.0,2,2.0,Semi-Furnished,Patel Nagar West,2.0,8000000,Ready_to_move,Resale,Builder_Floor,8421.0
1800.0,3,3.0,Semi-Furnished,"Patel Nagar East, Patel Nagar",2.0,27000000,Ready_to_move,Resale,Builder_Floor,8421.0
1500.0,3,3.0,Semi-Furnished,Patel Nagar West,2.0,19500000,Ready_to_move,Resale,Builder_Floor,8421.0
1800.0,3,3.0,Furnished,"Patel Nagar East, Patel Nagar",3.0,50000000,Ready_to_move,Resale,Apartment,27778.0
1800.0,3,3.0,Unfurnished,Patel Nagar West,3.0,21100000,Ready_to_move,Resale,Builder_Floor,11722.0
2306.0,3,3.0,Unfurnished,"The Leela Sky Villas, Patel Nagar",1.0,57000000,Almost_ready,New_Property,Apartment,24718.0
850.0,2,3.0,Semi-Furnished,Patel Nagar West,1.0,5900000,Ready_to_move,Resale,Builder_Floor,24718.0
140.0,3,2.0,Unfurnished,"Punjabi Basti, Patel Nagar",1.0,12000000,Ready_to_move,New_Property,Builder_Floor,85714.0
900.0,3,2.0,Unfurnished,Patel Nagar West,1.0,12000000,Ready_to_move,Resale,Builder_Floor,13333.0
1800.0,3,3.0,Unfurnished,Patel Nagar West,1.0,24000000,Ready_to_move,Resale,Apartment,13333.0
200.0,1,1.0,Semi-Furnished,"Patel Nagar East, Patel Nagar",1.0,7000000,Ready_to_move,Resale,Apartment,13333.0
1782.0,3,3.0,Semi-Furnished,"Patel Nagar East, Patel Nagar",1.0,15000000,Ready_to_move,Resale,Apartment,8418.0
900.0,2,2.0,Furnished,"Baljit Nagar, Patel Nagar",1.0,1500000,Ready_to_move,Resale,Builder_Floor,1667.0
405.0,2,1.0,Semi-Furnished,Patel Nagar West,1.0,3950000,Ready_to_move,Resale,Apartment,1667.0
1500.0,3,3.0,Unfurnished,Patel Nagar West,1.0,12500000,Ready_to_move,Resale,Builder_Floor,8333.0
66.0,3,1.0,Unfurnished,"Baljit Nagar, Patel Nagar",1.0,1600000,Ready_to_move,New_Property,Apartment,24242.0
2000.0,4,4.0,Unfurnished,"DDA Flats Vasant Kunj, Vasant Kunj Sector B",2.0,36500000,Ready_to_move,Resale,Apartment,
1200.0,3,2.0,Semi-Furnished,"DDA Flats Vasant Kunj, Vasant Kunj ",1.0,20000000,Ready_to_move,Resale,Apartment,
1100.0,2,2.0,Semi-Furnished,Vasant Kunj,1.0,15000000,Ready_to_move,Resale,Apartment,
1400.0,3,2.0,Semi-Furnished,Vasant Kunj,2.0,25000000,Ready_to_move,New_Property,Apartment,
1600.0,3,2.0,Semi-Furnished,"DDA Flats Vasant Kunj, Vasant Kunj",2.0,18500000,Ready_to_move,Resale,Apartment,
1600.0,4,3.0,Unfurnished,"DDA Flats Pocket 1, Vasant Kunj Sector B",2.0,23500000,Ready_to_move,Resale,Apartment,
600.0,1,1.0,Semi-Furnished,Vasant Kunj,1.0,8000000,Ready_to_move,New_Property,Apartment,
1600.0,3,2.0,Unfurnished,"Saraswati Narmada Ganga Yamuna Apartment, Vasant Kunj Sector D",1.0,23000000,Ready_to_move,Resale,Apartment,
2000.0,3,3.0,Unfurnished,"DDA Flats Vasant Kunj, Vasant Kunj",1.0,31000000,Ready_to_move,Resale,Apartment,15500.0
650.0,1,2.0,Semi-Furnished,"DDA Flats Sector E Pocket 1, Vasant Kunj",1.0,7400000,Ready_to_move,Resale,Apartment,15500.0
1100.0,2,2.0,Unfurnished,Vasant Kunj,1.0,15500000,Ready_to_move,Resale,Apartment,15500.0
1075.0,2,2.0,Semi-Furnished,"DDA Flats Sector E Pocket 1, Vasant Kunj",2.0,12000000,Ready_to_move,New_Property,Apartment,15500.0
1450.0,3,2.0,Semi-Furnished,"DDA Flats Vasant Kunj, Vasant Kunj Sector D",2.0,23500000,Ready_to_move,Resale,Apartment,15500.0
1200.0,3,2.0,Semi-Furnished,Vasant Kunj Sector A,2.0,25000000,Ready_to_move,Resale,Apartment,20833.0
600.0,1,2.0,Unfurnished,"E2 Vasant Kunj, Vasant Kunj",2.0,7000000,Ready_to_move,New_Property,Apartment,20833.0
1000.0,2,2.0,Unfurnished,"DDA Flats Vasant Kunj, Vasant Kunj",1.0,17500000,Ready_to_move,Resale,Apartment,20833.0
1600.0,3,2.0,Semi-Furnished,"Ganga Apartment Sector D Pocket 6, Vasant Kunj",1.0,25000000,Ready_to_move,Resale,Apartment,20833.0
1750.0,4,4.0,Unfurnished,Vasant Kunj Sector C,1.0,29000000,Ready_to_move,New_Property,Apartment,20833.0
1300.0,3,3.0,Semi-Furnished,"DDA Flats Sector E Pocket 1, Vasant Kunj",1.0,21900000,Ready_to_move,Resale,Apartment,20833.0
550.0,1,2.0,Furnished,Vasant Kunj Sector D,1.0,7500000,Ready_to_move,Resale,Apartment,20833.0
2200.0,4,3.0,Semi-Furnished,"DDA Flats Vasant Kunj, Vasant Kunj Sector C",2.0,23500000,Ready_to_move,Resale,Apartment,10681.0
1100.0,2,2.0,Semi-Furnished,Vasant Kunj Sector C,2.0,24000000,Ready_to_move,Resale,Apartment,21818.0
1700.0,3,2.0,Semi-Furnished,Vasant Kunj,2.0,31000000,Ready_to_move,Resale,Builder_Floor,21818.0
1100.0,2,2.0,Semi-Furnished,Vasant Kunj,3.0,16500000,Ready_to_move,Resale,Apartment,21818.0
1000.0,2,2.0,Furnished,"Kishangarh, Vasant Kunj",1.0,5000000,Ready_to_move,Resale,Builder_Floor,21818.0
1350.0,3,2.0,Furnished,"DDA Pocket 1, Vasant Kunj Sector D",1.0,24000000,Ready_to_move,New_Property,Apartment,21818.0
1184.0,2,2.0,Semi-Furnished,"Ganga Apartment Sector D Pocket 6, Vasant Kunj",1.0,17000000,Ready_to_move,Resale,Apartment,14358.0
2000.0,4,2.0,Furnished,Vasant Kunj Sector B,1.0,40000000,Ready_to_move,New_Property,Apartment,14358.0
3500.0,4,4.0,Semi-Furnished,Vasant Kunj,5.0,22500000,Ready_to_move,New_Property,Builder_Floor,14358.0
900.0,3,3.0,Furnished,Vasant Kunj,2.0,20000000,Ready_to_move,Resale,Builder_Floor,14358.0
4688.0,5,4.0,Unfurnished,"The Leela Sky Villas, Patel Nagar",1.0,135000000,Almost_ready,New_Property,Apartment,28797.0
750.0,2,2.0,Semi-Furnished,"J R Designers Floors, Rohini Sector 24",1.0,5000000,Ready_to_move,New_Property,Apartment,6667.0
3901.0,4,4.0,Unfurnished,"The Leela Sky Villas, Patel Nagar",1.0,93000000,Almost_ready,New_Property,Apartment,23840.0
950.0,3,2.0,Furnished,"Uttam Nagar Floors, Uttam Nagar",1.0,4370000,Ready_to_move,New_Property,Apartment,4600.0
1000.0,3,2.0,Unfurnished,"Virat Residency, Dwarka Mor",1.0,4620000,Ready_to_move,New_Property,Apartment,4620.0
850.0,2,1.0,Semi-Furnished,"Siddhartha Heights, Dwarka Sector 24",1.0,1900000,Ready_to_move,New_Property,Apartment,2235.0
2400.0,4,4.0,Semi-Furnished,"Find Homes, Greater Kailash 2",1.0,70000000,Ready_to_move,New_Property,Apartment,2235.0
1350.0,3,2.0,Unfurnished,"MTNL Employees House Welfare Society, Dwarka Sector 24",1.0,5130000,Ready_to_move,New_Property,Apartment,3800.0
540.0,2,2.0,Semi-Furnished,"Adarsh Homes, Dwarka Mor",1.0,3000000,Ready_to_move,New_Property,Apartment,5000.0
1387.0,4,4.0,Unfurnished,"Delhi Homes Yojana, Dwarka Sector 24",1.0,5890000,Ready_to_move,New_Property,Apartment,4247.0
540.0,2,2.0,Semi-Furnished,"Kushwaha Homes, Uttam Nagar",1.0,3300000,Ready_to_move,New_Property,Apartment,6111.0
976.0,2,2.0,Furnished,"Godrej South Estate, Okhla",1.0,24900000,Ready_to_move,New_Property,Apartment,25512.0
1050.0,3,2.0,Unfurnished,"The Elite Spire, Dwarka Sector 21",1.0,3700000,Ready_to_move,New_Property,Apartment,3524.0
2700.0,4,3.0,Semi-Furnished,"APL Builder Floor, Greater Kailash 1",1.0,60000000,Ready_to_move,New_Property,Builder_Floor,22222.0
1500.0,3,2.0,Unfurnished,"Kunj Vihar Apartment, Dwarka Sector 12",1.0,17400000,Ready_to_move,Resale,Apartment,22222.0
2900.0,5,5.0,Furnished,Janakpuri Block A3,1.0,51000000,Almost_ready,New_Property,Builder_Floor,22222.0
5025.0,5,6.0,Unfurnished,Greater Kailash 2,4.0,170000000,Almost_ready,New_Property,Builder_Floor,22222.0
1000.0,3,2.0,Semi-Furnished,"Partap Homes, Bhagwati Vihar, Uttam Nagar",1.0,5510000,Almost_ready,New_Property,Builder_Floor,22222.0
1135.0,3,3.0,Furnished,"The Amaryllis, Karol Bagh",2.0,25000000,Almost_ready,Resale,Apartment,22222.0
2306.0,3,3.0,Unfurnished,"The Leela Sky Villas, Patel Nagar",1.0,57000000,Almost_ready,New_Property,Apartment,24718.0
850.0,2,2.0,Semi-Furnished,"Diamond Heights Multi Estate, Najafgarh",1.0,2940000,Almost_ready,New_Property,Apartment,24718.0
1200.0,3,3.0,Semi-Furnished,"Ashirwad Apartments, Dwarka Sector 12",1.0,15500000,Ready_to_move,Resale,Apartment,24718.0
1700.0,3,2.0,Semi-Furnished,"Sunny Valley Apartments, Dwarka",1.0,17200000,Ready_to_move,Resale,Apartment,24718.0
1800.0,4,3.0,Semi-Furnished,"Vasant Vihar Builder Floor, Vasant Vihar",2.0,55000000,Ready_to_move,Resale,Builder_Floor,30556.0
1100.0,2,2.0,Semi-Furnished,Vasant Kunj,1.0,15000000,Ready_to_move,Resale,Apartment,30556.0
22050.0,4,4.0,Semi-Furnished,Greater Kailash 1,2.0,51000000,Almost_ready,New_Property,Builder_Floor,30556.0
1550.0,4,3.0,Semi-Furnished,Rohini Sector 24,1.0,13000000,Ready_to_move,New_Property,Builder_Floor,30556.0
1600.0,3,3.0,Semi-Furnished,Greater Kailash 1,1.0,30000000,Ready_to_move,New_Property,Builder_Floor,18750.0
700.0,2,2.0,Semi-Furnished,"Khanpur, Madangir",1.0,2400000,Ready_to_move,New_Property,Builder_Floor,18750.0
45.0,4,3.0,Unfurnished,"Batla House, Okhla",1.0,5500000,Ready_to_move,New_Property,Builder_Floor,18750.0
450.0,2,2.0,,"Gandhi Nagar, Shahdara",,2900000,Ready_to_move,Resale,,58000.0
540.0,5,2.0,,"Gandhi Nagar, Shahdara",,17000000,Ready_to_move,Resale,,58000.0
1350.0,3,3.0,,"Gandhi Nagar, Shahdara",,25000000,Ready_to_move,Resale,,18519.0
2250.0,3,2.0,,"Gandhi Nagar, Shahdara",,10000000,Ready_to_move,Resale,,4444.0
1250.0,2,1.0,Semi-Furnished,"DDA Flats Mansarovar Park, Seelampur, Shahdara",,7500000,Ready_to_move,Resale,Apartment,4444.0
504.0,3,1.0,Semi-Furnished,"Seelampur, Shahdara",,3600000,Ready_to_move,Resale,Apartment,7143.0
65.0,3,2.0,Semi-Furnished,"Shanti Mohalla, Shahdara",,35000000,Ready_to_move,New_Property,Apartment,7143.0
450.0,2,1.0,Unfurnished,"Seelampur, Shahdara",,6000000,Ready_to_move,Resale,Apartment,13333.0
1800.0,4,2.0,Furnished,"Rajgarh Colony, Shahdara",,17500000,Ready_to_move,Resale,Builder_Floor,9722.0
1800.0,4,3.0,Furnished,"Kanti Nagar East, Shahdara",,35000000,Ready_to_move,Resale,Builder_Floor,19444.0
1530.0,5,2.0,Furnished,"Raghubarpura, Shahdara",,10200000,Ready_to_move,Resale,Builder_Floor,6667.0
1750.0,4,4.0,Unfurnished,Vasant Kunj Sector C,1.0,29000000,Ready_to_move,New_Property,Apartment,6667.0
2210.0,4,3.0,Semi-Furnished,"Sukhdev Vihar, Okhla",1.0,41000000,Ready_to_move,Resale,Builder_Floor,6667.0
760.0,3,2.0,Furnished,Geeta Colony,1.0,6000000,Ready_to_move,Resale,Builder_Floor,6667.0
400.0,2,1.0,Furnished,Krishna Nagar Block A,1.0,2500000,Ready_to_move,New_Property,Apartment,6667.0
380.0,1,1.0,Unfurnished,Geeta Colony,1.0,2200000,Ready_to_move,Resale,Builder_Floor,6667.0
904.1676,2,2.0,Furnished,"Taj Enclave, Khairatabad",1.0,21500000,Ready_to_move,New_Property,Apartment,6667.0
900.0,4,1.0,Furnished,"Shastri Park, Shahdara",1.0,15000000,Ready_to_move,Resale,Apartment,6667.0
810.0,5,6.0,Furnished,Geeta Colony,1.0,28900000,Ready_to_move,Resale,Apartment,6667.0
100.0,3,2.0,Unfurnished,Geeta Colony,1.0,5500000,Ready_to_move,Resale,Builder_Floor,6667.0
50.0,2,1.0,Semi-Furnished,"Shastri Park, Shahdara",1.0,1950000,Ready_to_move,New_Property,Apartment,6667.0
58.0,2,1.0,Unfurnished,Geeta Colony,1.0,3800000,Ready_to_move,Resale,Apartment,6667.0
900.0,2,1.0,Semi-Furnished,"Sitaram Bazar, Chandni Chowk",1.0,6200000,Ready_to_move,New_Property,Builder_Floor,6667.0
1650.0,4,3.0,Furnished,Shahdara,1.0,14000000,Almost_ready,New_Property,Apartment,6667.0
1000.0,2,2.0,Unfurnished,Laxmi Nagar,1.0,7500000,Ready_to_move,Resale,Apartment,6667.0
852.0,2,2.0,Unfurnished,Shahdara ,1.0,2670000,Ready_to_move,Resale,Apartment,6667.0
700.0,2,2.0,Semi-Furnished,Shahdara,1.0,2500000,Ready_to_move,Resale,Apartment,6667.0
990.0,3,2.0,Unfurnished,Laxmi Nagar,1.0,4000000,Ready_to_move,Resale,Apartment,4040.0
450.0,2,1.0,Semi-Furnished,Laxmi Nagar,1.0,3500000,Ready_to_move,Resale,Builder_Floor,7778.0
1000.0,2,2.0,Unfurnished,Laxmi Nagar,1.0,5000000,Ready_to_move,New_Property,Apartment,5000.0
1700.0,4,3.0,Semi-Furnished,Saket,2.0,29500000,Ready_to_move,Resale,Builder_Floor,21071.0
1350.0,3,2.0,Unfurnished,"Anupam Enclave, Saket",1.0,19000000,Ready_to_move,Resale,Builder_Floor,14074.0
2100.0,4,3.0,Furnished,Saket,1.0,25500000,Ready_to_move,Resale,Apartment,14074.0
2600.0,4,4.0,Semi-Furnished,Saket,3.0,75000000,Ready_to_move,New_Property,Builder_Floor,28846.0
3000.0,4,5.0,Semi-Furnished,Saket,4.0,75000000,Ready_to_move,New_Property,Builder_Floor,28846.0
1450.0,3,3.0,Semi-Furnished,"RWA Flats, Saket",1.0,34000000,Almost_ready,New_Property,Builder_Floor,28846.0
2050.0,4,4.0,Semi-Furnished,Saket,1.0,47500000,Ready_to_move,New_Property,Builder_Floor,28846.0
3000.0,4,5.0,Semi-Furnished,"Metrotech Builder Floors, Saket",3.0,75000000,Ready_to_move,New_Property,Builder_Floor,28846.0
1800.0,3,3.0,Semi-Furnished,"Saket Court Residential Complex, Saket",2.0,23000000,Ready_to_move,Resale,Apartment,28846.0
900.0,3,2.0,Semi-Furnished,"Press Enclave Society, Saket",1.0,24000000,Ready_to_move,Resale,Apartment,28846.0
1500.0,3,2.0,Semi-Furnished,"RWA Flats, Saket",2.0,21500000,Ready_to_move,Resale,Apartment,28846.0
1500.0,3,2.0,Semi-Furnished,Saket,1.0,28500000,Ready_to_move,New_Property,Builder_Floor,28846.0
1800.0,4,4.0,Semi-Furnished,"Project Paryavaran Complex, Saket",1.0,12500000,Ready_to_move,Resale,Builder_Floor,6944.0
1674.0,3,3.0,Unfurnished,Saket,1.0,45000000,Ready_to_move,Resale,Builder_Floor,6944.0
2025.0,4,3.0,Furnished,Saket,2.0,30500000,Ready_to_move,Resale,Builder_Floor,6944.0
1300.0,3,3.0,Semi-Furnished,Saket,3.0,22500000,Ready_to_move,Resale,Builder_Floor,6944.0
990.0,3,3.0,Furnished,"Press Enclave Society, Saket",1.0,28000000,Ready_to_move,Resale,Apartment,6944.0
2100.0,3,4.0,Semi-Furnished,Saket,2.0,25000000,Ready_to_move,Resale,Builder_Floor,14705.0
2250.0,4,4.0,Semi-Furnished,Saket,2.0,33700000,Ready_to_move,Resale,Builder_Floor,14705.0
1500.0,3,3.0,Semi-Furnished,Saket,1.0,27000000,Ready_to_move,Resale,Builder_Floor,18000.0
2700.0,4,4.0,Semi-Furnished,Saket,2.0,43500000,Ready_to_move,New_Property,Builder_Floor,18000.0
1700.0,3,3.0,Semi-Furnished,"RWA Flats, Saket",2.0,29000000,Ready_to_move,New_Property,Builder_Floor,18000.0
1700.0,3,3.0,Semi-Furnished,Saket,2.0,30000000,Ready_to_move,Resale,Builder_Floor,17647.0
2050.0,4,4.0,Semi-Furnished,Saket,2.0,52100000,Ready_to_move,New_Property,Apartment,17647.0
1800.0,3,3.0,Unfurnished,Saket,1.0,32500000,Ready_to_move,New_Property,Builder_Floor,18055.0
1500.0,3,2.0,Semi-Furnished,Saket,1.0,20500000,Ready_to_move,Resale,Apartment,18055.0
2000.0,4,3.0,Semi-Furnished,Saket,1.0,25000000,Ready_to_move,Resale,Apartment,12500.0
1500.0,3,3.0,Semi-Furnished,Saket,2.0,30000000,Ready_to_move,Resale,Builder_Floor,12500.0
24300.0,4,5.0,Semi-Furnished,Saket,2.0,51000000,Ready_to_move,Resale,Builder_Floor,12500.0
2475.0,4,4.0,Semi-Furnished,Saket,1.0,31000000,Ready_to_move,Resale,Builder_Floor,12500.0
1800.0,3,3.0,Semi-Furnished,Safdarjung Enclave,,37500000,Ready_to_move,New_Property,Builder_Floor,
1300.0,3,3.0,Semi-Furnished,"Arjun Nagar, Safdarjung Enclave",1.0,32500000,Ready_to_move,New_Property,Builder_Floor,
1500.0,3,3.0,Semi-Furnished,Safdarjung Enclave,4.0,37500000,Ready_to_move,New_Property,Builder_Floor,25000.0
2100.0,4,4.0,Semi-Furnished,Safdarjung Enclave,3.0,55000000,Ready_to_move,New_Property,Builder_Floor,25000.0
1800.0,4,4.0,Semi-Furnished,Safdarjung Enclave,2.0,87500000,Ready_to_move,New_Property,Builder_Floor,25000.0
1100.0,2,2.0,Unfurnished,Safdarjung Enclave,1.0,16300000,Ready_to_move,Resale,Apartment,14818.0
2035.0,4,4.0,Unfurnished,Safdarjung Enclave,2.0,65000000,Ready_to_move,New_Property,Builder_Floor,14818.0
1100.0,3,3.0,Unfurnished,Safdarjung Enclave ,1.0,25000000,Ready_to_move,Resale,Builder_Floor,14818.0
1550.0,3,3.0,Semi-Furnished,Safdarjung Enclave,1.0,38000000,Ready_to_move,New_Property,Builder_Floor,14818.0
700.0,2,2.0,Unfurnished,Safdarjung Enclave,1.0,15000000,Ready_to_move,Resale,Builder_Floor,14818.0
150.0,2,1.0,Semi-Furnished,"Arjun Nagar, Safdarjung Enclave",1.0,2000000,Ready_to_move,Resale,Apartment,14818.0
540.0,1,1.0,Unfurnished,"Arjun Nagar, Safdarjung Enclave",1.0,3000000,Ready_to_move,Resale,Builder_Floor,14818.0
810.0,2,2.0,Semi-Furnished,Krishna Nagar-Safdarjung Enclave,1.0,8500000,Ready_to_move,Resale,Builder_Floor,14818.0
3250.0,4,4.0,Semi-Furnished,Safdarjung Enclave,1.0,55000000,Ready_to_move,Resale,Builder_Floor,14818.0
1600.0,3,3.0,Semi-Furnished,Safdarjung Enclave,2.0,22500000,Ready_to_move,Resale,Builder_Floor,14818.0
4000.0,4,4.0,Semi-Furnished,Safdarjung Enclave,1.0,72500000,Ready_to_move,Resale,Builder_Floor,14818.0
5500.0,6,7.0,Furnished,Safdarjung Enclave,1.0,160000000,Ready_to_move,Resale,Apartment,14818.0
900.0,3,3.0,Semi-Furnished,Krishna Nagar-Safdarjung Enclave,1.0,12500000,Ready_to_move,New_Property,Builder_Floor,14818.0
972.0,2,2.0,Semi-Furnished,Safdarjung Enclave,1.0,17000000,Ready_to_move,Resale,Apartment,14818.0
4150.0,4,4.0,Unfurnished,Safdarjung Enclave,3.0,82500000,Ready_to_move,New_Property,Builder_Floor,14818.0
2250.0,4,5.0,Semi-Furnished,Safdarjung Enclave,2.0,55000000,Ready_to_move,New_Property,Builder_Floor,14818.0
1650.0,3,3.0,Semi-Furnished,Safdarjung Enclave,1.0,35000000,Ready_to_move,New_Property,Builder_Floor,14818.0
2610.0,4,4.0,Semi-Furnished,Safdarjung Enclave ,2.0,42500000,Ready_to_move,Resale,Builder_Floor,14818.0
600.0,2,2.0,Semi-Furnished,"Arjun Nagar, Safdarjung Enclave",1.0,4700000,Ready_to_move,Resale,Builder_Floor,14818.0
1700.0,4,5.0,Unfurnished,Safdarjung Enclave,2.0,52500000,Ready_to_move,Resale,Builder_Floor,14818.0
2250.0,4,4.0,Semi-Furnished,Safdarjung Enclave,3.0,80000000,Ready_to_move,New_Property,Builder_Floor,14818.0
880.0,3,2.0,Unfurnished,"Arjun Nagar, Safdarjung Enclave",1.0,11000000,Ready_to_move,Resale,Builder_Floor,14818.0
4200.0,4,5.0,Semi-Furnished,Safdarjung Enclave,3.0,74000000,Ready_to_move,New_Property,Builder_Floor,14818.0
1450.0,3,3.0,Semi-Furnished,Safdarjung Enclave ,1.0,37500000,Ready_to_move,Resale,Builder_Floor,14818.0
2200.0,4,4.0,Semi-Furnished,Safdarjung Enclave ,3.0,52500000,Ready_to_move,New_Property,Builder_Floor,23863.0
1620.0,3,3.0,Semi-Furnished,"Reserve Bank Enclave, Paschim Vihar",,26000000,Ready_to_move,New_Property,Builder_Floor,
1078.0,3,2.0,Unfurnished,Paschim Vihar,1.0,15500000,Ready_to_move,New_Property,Builder_Floor,
1710.0,3,3.0,Unfurnished,"Pushkar Enclave, Paschim Vihar",1.0,22000000,Ready_to_move,Resale,Builder_Floor,
1150.0,3,3.0,Semi-Furnished,Paschim Vihar Block B2,1.0,21000000,Ready_to_move,Resale,Builder_Floor,
450.0,2,2.0,Semi-Furnished,"Paschimpuri, Paschim Vihar",1.0,5000000,Ready_to_move,Resale,Builder_Floor,
1818.0,3,3.0,Unfurnished,Paschim Vihar,1.0,22000000,Ready_to_move,Resale,Builder_Floor,
1800.0,3,2.0,Unfurnished,Paschim Vihar Block B4,1.0,26500000,Ready_to_move,Resale,Builder_Floor,14722.0
780.0,2,2.0,Unfurnished,Paschim Vihar,1.0,8770000,Ready_to_move,Resale,Builder_Floor,14722.0
405.0,1,1.0,Semi-Furnished,"DDA Lig Flats, Paschim Vihar ",1.0,4500000,Ready_to_move,Resale,Apartment,14722.0
900.0,2,3.0,Semi-Furnished,Paschim Vihar,1.0,8500000,Ready_to_move,Resale,Apartment,14722.0
807.2925,2,2.0,Unfurnished,"Archana Apartment, Paschim Vihar",1.0,8600000,Ready_to_move,Resale,Apartment,14722.0
2700.0,4,3.0,Semi-Furnished,"Guru Harikishan Nagar, Paschim Vihar",1.0,42500000,Ready_to_move,Resale,Builder_Floor,14722.0
1100.0,3,2.0,Semi-Furnished,Paschim Vihar,2.0,13100000,Ready_to_move,Resale,Apartment,14722.0
585.0,2,2.0,Unfurnished,"Paschimpuri, Paschim Vihar",2.0,7000000,Ready_to_move,Resale,Apartment,14722.0
2152.78,3,3.0,Furnished,"Mianwali Nagar, Paschim Vihar",2.0,30000000,Ready_to_move,New_Property,Builder_Floor,14722.0
960.0,2,2.0,Semi-Furnished,"Navbharat Apartment, Paschim Vihar Block B1",2.0,13000000,Ready_to_move,Resale,Apartment,14722.0
1800.0,4,3.0,Unfurnished,Paschim Vihar Block A2,2.0,23100000,Ready_to_move,Resale,Builder_Floor,14722.0
1100.0,3,2.0,Semi-Furnished,Paschim Vihar,1.0,16000000,Ready_to_move,Resale,Apartment,14722.0
900.0,2,2.0,Unfurnished,Paschim Vihar,1.0,12500000,Ready_to_move,Resale,Builder_Floor,13889.0
1620.0,3,3.0,Furnished,"LIC Colony, Paschim Vihar",1.0,24500000,Ready_to_move,New_Property,Builder_Floor,13889.0
378.0,1,1.0,Unfurnished,"Paschimpuri, Paschim Vihar",1.0,3200000,Ready_to_move,Resale,Apartment,13889.0
800.0,3,2.0,Unfurnished,"DDA Lig Flats, Paschim Vihar",1.0,6300000,Ready_to_move,Resale,Apartment,7875.0
1350.0,3,3.0,Semi-Furnished,"Pushkar Enclave, Paschim Vihar",1.0,15000000,Ready_to_move,Resale,Builder_Floor,11111.0
850.0,3,3.0,Unfurnished,Paschim Vihar ,1.0,5700000,Ready_to_move,Resale,Apartment,11111.0
1580.0,3,2.0,Furnished,"Shubh Niketan, Paschim Vihar",1.0,21000000,Ready_to_move,Resale,Apartment,11111.0
820.0,2,3.0,Unfurnished,Paschim Vihar,1.0,7500000,Ready_to_move,Resale,Apartment,11111.0
594.0,2,1.0,Semi-Furnished,"Ashoka Apartment, Paschim Vihar Block A2",1.0,6500000,Ready_to_move,Resale,Apartment,10943.0
14220.0,3,3.0,Semi-Furnished,Paschim Vihar Block B4,1.0,27500000,Ready_to_move,New_Property,Builder_Floor,10943.0
800.0,3,2.0,Unfurnished,"Guru Harikishan Nagar, Paschim Vihar",1.0,12000000,Ready_to_move,Resale,Builder_Floor,10943.0
1500.0,3,2.0,Semi-Furnished,"Sunder Apartments, Sunder Vihar, Paschim Vihar",2.0,18000000,Ready_to_move,Resale,Apartment,10943.0
1600.0,3,3.0,Semi-Furnished,"Ashirwad Apartments, Dwarka",1.0,15600000,Ready_to_move,Resale,Apartment,
1650.0,3,3.0,Semi-Furnished,"Rajasthan Apartment, Aashirwaad Chowk, Dwarka",1.0,15500000,Ready_to_move,Resale,Apartment,
1600.0,3,3.0,Semi-Furnished,"Rajasthan Apartment, Aashirwaad Chowk, Dwarka",1.0,15200000,Ready_to_move,Resale,Apartment,
1900.0,3,3.0,Furnished,"Gold Croft Apartment, Aashirwaad Chowk, Dwarka",1.0,25000000,Ready_to_move,Resale,Apartment,
1400.0,3,2.0,Furnished,"Chanakya Apartments, Aashirwaad Chowk, Dwarka",1.0,15000000,Ready_to_move,Resale,Apartment,
1550.0,3,2.0,Semi-Furnished,"Bank Apartments, Aashirwaad Chowk, Dwarka ",1.0,15800000,Ready_to_move,Resale,Apartment,
2000.0,4,3.0,Furnished,"Mohinder Apartments, Aashirwaad Chowk, Dwarka",1.0,31500000,Ready_to_move,Resale,Apartment,
1500.0,3,3.0,Semi-Furnished,"Bank Apartments, Aashirwaad Chowk, Dwarka",1.0,14000000,Ready_to_move,Resale,Apartment,
1550.0,3,2.0,Semi-Furnished,"Aashirwaad Chowk, Dwarka",1.0,13200000,Ready_to_move,Resale,Apartment,
1600.0,3,2.0,Semi-Furnished,"Bank Apartments, Aashirwaad Chowk, Dwarka",1.0,15800000,Ready_to_move,Resale,Apartment,
1600.0,3,3.0,Unfurnished,"Saheta Apartment, Aashirwaad Chowk, Dwarka",1.0,16200000,Ready_to_move,Resale,Apartment,
1800.0,3,2.0,Semi-Furnished,"Pushpanjali Apartments, Aashirwaad Chowk, Dwarka",1.0,15500000,Ready_to_move,Resale,Apartment,
1470.0,3,2.0,Semi-Furnished,"Aashirwaad Chowk, Dwarka",1.0,14500000,Ready_to_move,Resale,Apartment,
